ACEP Energy Region,Sector,Year,avg_price,weighted_price
Rural Remote,Commercial,2011,68.94584988686141,54.1233610794193
Rural Remote,Commercial,2012,73.88133857225297,56.517129413151416
Rural Remote,Commercial,2013,71.73600008721189,55.77844884862799
Rural Remote,Commercial,2014,70.05540359467076,56.412689941691035
Rural Remote,Commercial,2015,70.24156146454742,52.027545971503265
Rural Remote,Commercial,2016,64.76857751927305,46.78871802963451
Rural Remote,Commercial,2017,61.072465005587226,44.358764046816674
Rural Remote,Commercial,2018,65.72138088381428,48.20639147255399
Rural Remote,Commercial,2019,60.169096243043626,48.255053130175426
Rural Remote,Other,2011,69.35747951087974,64.95500115658226
Rural Remote,Other,2012,74.42269576121774,69.11883732466454
Rural Remote,Other,2013,72.15276483178765,66.66185752092527
Rural Remote,Other,2014,71.43617722683103,66.70973473790934
Rural Remote,Other,2015,70.73474906301085,64.8611234300464
Rural Remote,Other,2016,66.29605978388554,59.43530080140875
Rural Remote,Other,2017,65.06525057288265,57.10224489694002
Rural Remote,Other,2018,65.80835072308977,58.44816456118143
Rural Remote,Other,2019,66.03363391310661,59.18732116738618
Rural Remote,Residential,2011,27.05082555956285,23.947855465591946
Rural Remote,Residential,2012,27.53701318538684,23.820139718254747
Rural Remote,Residential,2013,26.72953405663872,22.873114136393117
Rural Remote,Residential,2014,26.897967707891745,23.67627526796033
Rural Remote,Residential,2015,29.63345651848063,24.80867507001877
Rural Remote,Residential,2016,30.503686325281425,25.754993631603234
Rural Remote,Residential,2017,30.821872000067238,26.490105382929364
Rural Remote,Residential,2018,30.50212760655572,27.011952496675665
Rural Remote,Residential,2019,28.72260888947339,26.078316406450657
